UDI,Product ID,Type,air_temp,process_temp,rpm,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,rpm_zscore,torque_zscore,power_zscore,wear_zscore,temp_diff_zscore,high_wear_flag,high_torque_flag,low_rpm_flag,high_temp_flag,power_anomaly_flag
6059,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,57750.799999999996,10.0,0.09346365302382406,0.2292207792207792,5400.9,185.7536185268575,0.542289596322854,-0.4701515858400343,-0.21743614509001047,0.7077150881804753,-0.0006293116508742332,0,0,0,0,0
6060,L53239,L,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,35313.0,10.100000000000023,0.06976744186046512,0.10063694267515924,2464.8,113.54662379421222,3.8833556119567643,-2.426228387801385,-2.4187108770023173,0.7548447750667864,0.0992614265832739,0,0,0,0,1
6061,L53240,L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,57494.0,10.100000000000023,0.09777227722772278,0.2238993710691824,5624.8,184.8087431693989,0.4251570648899457,-0.44005809657909006,-0.2426296734731439,0.7862645663243271,0.0992614265832739,0,0,0,0,0
6062,H35475,H,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,47731.0,10.0,0.09882643607164916,0.18322981366459629,4720.0,153.42655094824815,0.44189028366607547,-1.0519590448849485,-1.2004350379767876,0.8176843575818677,-0.0006293116508742332,0,0,0,0,0
6063,M20922,M,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,74571.0,10.099999999999966,0.1171875,0.3192771084337349,8745.0,239.62403598971724,-0.7350127702550515,1.3053642805556536,1.4327203428772324,0.8962338357257195,0.09926142658321711,0,0,0,0,0
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,62784.99999999999,10.0,0.11578221915920055,0.25621301775147926,7274.4,201.81613629058177,-0.4951699677971915,0.3323414611184685,0.27644726840832407,0.9433635226120305,-0.0006293116508742332,0,0,0,0,0
6065,L53244,L,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,44958.200000000004,10.0,0.08994708994708994,0.1391812865497076,4046.0,144.5136612021858,1.9534577131097977,-1.6237353408428818,-1.472462356904955,0.9747833138695712,-0.0006293116508742332,0,0,0,0,0
6066,L53245,L,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,59897.600000000006,9.899999999999977,0.10962396430847673,0.22080924855491332,6570.400000000001,192.65873271148283,0.16300330406391267,-0.17924785631757648,-0.006822956877736379,1.0062031051271119,-0.10052004988502236,0,0,0,0,0
6067,L53246,L,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,46543.200000000004,10.0,0.096398891966759,0.14742857142857144,4489.2,149.6565916398714,1.479349847786121,-1.423112079103256,-1.3169649173127933,1.0376228963846525,-0.0006293116508742332,0,0,0,0,0
6068,L53247,L,301.0,311.0,1582,37.5,176,0,0,0,0,0,0,59325.0,10.0,0.11118130132659507,0.211864406779661,6600.0,190.7556270096463,0.24109165835251825,-0.24946599792644575,-0.06299824641115766,1.0690426876421932,-0.0006293116508742332,0,0,0,0,0
6069,M20928,M,301.0,310.9,2047,17.9,178,0,0,0,0,0,0,36641.299999999996,9.899999999999977,0.0869140625,0.09999999999999999,3186.2,117.85558057253135,2.834740568652632,-2.2155739629747777,-2.2883971552292777,1.100462478899734,-0.10052004988502236,0,0,0,0,1
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,54434.0,10.0,0.11298377028714107,0.18681318681318682,6154.0,175.08523641042137,0.3470687106013401,-0.6005567059707908,-0.5428329322441313,1.147592165786045,-0.0006293116508742332,0,0,0,0,0
6071,L53250,L,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,51680.0,10.0,0.11324257425742575,0.17391304347826086,5856.0,166.2270826632358,0.4251570648899457,-0.8011799677104164,-0.8130158651380199,1.1790119570435857,-0.0006293116508742332,0,0,0,0,0
6072,M20931,M,300.9,310.8,1452,43.6,185,0,0,0,0,0,0,63307.200000000004,9.900000000000034,0.12732278045423262,0.23440860215053763,8066.0,203.6911196911197,-0.484014488613105,0.3624349503794128,0.32767803367963555,1.2104317483011264,-0.10052004988496559,0,0,0,0,0
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0,51189.0,9.900000000000034,0.11084905660377359,0.15978835978835979,5677.599999999999,164.7007722007722,0.8713762322534061,-0.9817409032760797,-0.8611857344375476,1.2575614351874373,-0.10052004988496559,0,0,0,0,0
6074,M20933,M,300.9,310.8,1790,26.2,191,0,0,0,0,0,0,46898.0,9.900000000000034,0.10664433277498604,0.13645833333333332,5004.2,150.8944658944659,1.4012614934975154,-1.382987426755331,-1.2821570361977785,1.3046911220737485,-0.10052004988496559,0,0,0,0,0
6075,M20934,M,301.0,310.8,1533,39.3,194,0,0,0,0,0,0,60246.899999999994,9.800000000000011,0.12646675358539766,0.20153846153846153,7624.2,193.84459459459458,-0.03221758165760129,-0.06890506236078289,0.02744534321661081,1.3518208089600594,-0.20041078811911373,0,0,0,0,0
6076,L53255,L,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,51670.5,9.899999999999977,0.10859977949283352,0.14393939393939395,5614.5,166.1965262142168,1.5295495041145104,-1.1522706757547614,-0.8139478687191717,1.3989504958463705,-0.10052004988502236,0,0,0,0,0
6077,L53256,L,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,54756.4,9.899999999999977,0.1332886805090422,0.18350000000000002,7303.3,176.12222579607592,-0.26090490493137475,-0.32971530262229576,-0.5112036738690441,1.4303702871039112,-0.10052004988502236,0,0,0,0,0
6078,L53257,L,300.9,310.7,1479,43.3,201,0,0,0,0,0,0,64040.7,9.800000000000011,0.1358108108108108,0.21435643564356435,8703.3,206.1174766655938,-0.3334155196279371,0.3323414611184685,0.3996385207085627,1.461790078361452,-0.20041078811911373,1,0,0,0,0
6079,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,79134.90000000001,9.899999999999977,0.15149253731343285,0.2897058823529412,11997.300000000001,254.6987447698745,-1.1142990625139928,1.9172652288615122,1.88046467382655,1.4932098696189926,-0.10052004988502236,1,0,1,0,0
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,61283.700000000004,9.899999999999977,0.14941690962099125,0.21699029126213593,9163.5,197.24396523978115,-0.9358113955686087,0.4727777443362071,0.12916127089431106,1.5246296608765333,-0.10052004988502236,1,0,1,0,0
6081,L53260,L,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,53141.600000000006,9.800000000000011,0.1415929203539823,0.17320574162679428,7529.6,171.0383006115224,-0.39477065514041293,-0.3798711180572022,-0.6696246615368183,1.5717593477628442,-0.20041078811911373,1,0,0,0,0
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,63258.9,9.800000000000011,0.1383399209486166,0.19763033175355452,8757.0,203.6012230447377,-0.12146141513029338,0.17184285172676853,0.3229395312617795,1.603179139020385,-0.20041078811911373,1,0,0,0,0
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,62732.799999999996,9.800000000000011,0.15668883961566887,0.21784037558685446,9836.8,201.90794979079496,-1.0417884478174306,0.6433075168148885,0.27132615399399573,1.6345989302779256,-0.20041078811911373,1,0,1,0,0
6084,L53263,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,69450.0,9.800000000000011,0.1539568345323741,0.23255813953488372,10700.0,223.527518506598,-0.8354120829118301,1.004429387946215,0.9303213598163741,1.6660187215354663,-0.20041078811911373,1,0,1,0,0
6085,M20944,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,54481.00000000001,9.800000000000011,0.0,36.2,0.0,175.40566645202836,-0.18839429023481244,-0.3798711180572022,-0.5382219671584324,-1.6958989430213873,-0.20041078811911373,0,0,0,0,0
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,56444.600000000006,9.700000000000045,0.001949317738791423,9.175,110.10000000000001,181.72762395363813,-0.004328883697385006,-0.32971530262229576,-0.3455817322163702,-1.6487692561350764,-0.30030152635320506,0,0,0,0,0
6087,L53266,L,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,54834.0,9.900000000000034,0.0033715441672285905,6.166666666666667,185.0,176.42857142857142,-0.3166823008518073,-0.2996218133613522,-0.5035906761956362,-1.6173494648775357,-0.10052004988496559,0,0,0,0,0
6088,M20947,M,300.9,310.8,1599,33.0,7,0,0,0,0,0,0,52767.0,9.900000000000034,0.004375,4.125,231.0,169.77799227799227,0.3359132314172536,-0.7008683368406036,-0.7063750343262345,-1.585929673619995,-0.10052004988496559,0,0,0,0,0
6089,L53268,L,300.9,310.8,1476,39.0,10,0,0,0,0,0,0,57564.0,9.900000000000034,0.006770480704129994,3.5454545454545454,390.0,185.2123552123552,-0.35014873840406685,-0.09899855162172647,-0.23576227866465727,-1.538799986733684,-0.10052004988496559,0,0,0,0,0
6090,L53269,L,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,56587.5,9.800000000000011,0.007947019867549669,2.8846153846153846,450.0,182.12906340521403,-0.16608333186663943,-0.24946599792644575,-0.3315624362430459,-1.5073801954761432,-0.20041078811911373,0,0,0,0,0
6091,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,49702.8,9.900000000000034,0.008191925102399064,1.9400000000000002,407.40000000000003,159.91891891891893,0.9438868469499685,-1.0920836972328736,-1.006990336785731,-1.4759604042186025,-0.10052004988496559,0,0,0,0,0
6092,L53271,L,300.9,310.7,1412,57.5,16,0,0,0,0,0,1,81190.0,9.800000000000011,0.01132342533616419,3.3823529411764706,920.0,261.3131638236241,-0.7071240722948352,1.7567666194698115,2.082081574839705,-1.4445406129610618,-0.20041078811911373,0,0,0,0,1
6093,L53272,L,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,47253.0,9.800000000000011,0.0108499095840868,1.5,513.0,152.08561313163824,0.6649998673478057,-1.1522706757547614,-1.2473295339547392,-1.4131208217035212,-0.20041078811911373,0,0,0,0,0
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,78650.0,9.800000000000011,0.014534883720930232,2.723809523809524,1144.0,253.05662805662806,-0.9135004372004357,1.7266731302088678,1.8328932489317609,-1.3817010304459805,-0.20041078811911373,0,0,1,0,0
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,67436.2,9.900000000000034,0.015680684248039915,2.091304347826087,1058.2,216.97619047619045,-0.7629014682152678,0.8138372892935707,0.7327562217402254,-1.3502812391884398,-0.10052004988496559,0,0,0,0,0
6096,M20955,M,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,68679.59999999999,9.800000000000011,0.017205781142463867,1.8192307692307692,1182.5,221.04795622787253,-0.484014488613105,0.73358798459772,0.8547407746669717,-1.3031515523021286,-0.20041078811911373,0,0,0,0,0
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,60506.399999999994,9.899999999999977,0.018867924528301886,1.4068965517241379,1142.3999999999999,194.74219504345027,-0.31110456125976405,0.08156238394393639,0.052903756828071996,-1.2560218654158177,-0.10052004988502236,0,0,0,0,0
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,56716.799999999996,9.900000000000034,0.02097428958051421,1.2,1190.3999999999999,182.48648648648646,-0.34457099881202363,-0.15918553014361433,-0.3188773769753703,-1.2088921785295066,-0.10052004988496559,0,0,0,0,0
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,43097.6,9.899999999999977,0.0187012987012987,0.6054054054054053,806.4,138.7112970711297,2.1486785988313115,-1.76417162406062,-1.6549977109145306,-1.130342700385655,-0.10052004988502236,0,0,0,0,0
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,46178.299999999996,9.800000000000011,0.02422360248447205,0.7175,1119.3,148.62664950112648,0.39169062733768617,-1.132208349580799,-1.3527636653930337,-1.0832130134993438,-0.20041078811911373,0,0,0,0,0
6101,M20960,M,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,39794.600000000006,9.899999999999977,0.023317435082140965,0.4688888888888889,928.4000000000001,128.08046346958483,1.936724494333668,-1.8945767441913766,-1.979040640234978,-1.0046635353554922,-0.10052004988502236,0,0,0,0,0
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,47833.600000000006,9.900000000000034,0.02906617192331478,0.6166666666666667,1391.2,154.0038634900193,0.4307348044819889,-1.0419278817979671,-1.1903693993003481,-0.9575338484691812,-0.10052004988496559,0,0,0,0,0
6103,L53282,L,300.7,310.7,1442,43.2,49,0,0,0,0,0,0,62294.4,10.0,0.03395703395703396,0.8640000000000001,2116.8,200.4969423881558,-0.5397918845335375,0.3223102980314878,0.22831664136484572,-0.9261140572116405,-0.0006293116508742332,0,0,0,0,0
6104,L53283,L,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,63455.700000000004,10.0,0.03622159090909091,0.8673076923076923,2300.1,204.16891891891893,-0.7350127702550515,0.5129023966841321,0.34224672123763933,-0.8946942659540997,-0.0006293116508742332,0,0,0,0,0
6105,M20964,M,300.8,310.8,1461,41.3,53,0,0,0,0,0,0,60339.299999999996,10.0,0.03625170998632011,0.7648148148148147,2188.8999999999996,194.14189189189187,-0.4338148322847157,0.13171819937884283,0.03651030436381331,-0.863274474696559,-0.0006293116508742332,0,0,0,0,0
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,70316.40000000001,10.099999999999966,0.036769533814839134,0.8105263157894738,2587.2000000000003,226.17047282084275,-0.09357271717007709,0.6232451906409264,1.0153200864174152,-0.816144787810248,0.09926142658321711,0,0,0,0,0
6107,L53286,L,300.9,311.0,1432,48.1,59,0,0,0,0,0,0,68879.2,10.100000000000023,0.041172365666434056,0.8016666666666666,2837.9,221.47652733118971,-0.5955692804539701,0.8138372892935707,0.8743226604351714,-0.769015100923937,0.0992614265832739,0,0,0,0,0
6108,L53287,L,300.9,311.0,1438,49.0,61,0,0,0,0,0,0,70462.0,10.100000000000023,0.0423905489923558,0.7903225806451613,2989.0,226.56591639871382,-0.5621028429017105,0.9041177570764021,1.0296042676190666,-0.7375953096663963,0.0992614265832739,0,0,0,0,0
6109,M20968,M,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,47151.8,10.099999999999966,0.03752233472304944,0.4390625,1770.3000000000002,151.66227082663238,0.7765546591886708,-1.1923953281026864,-1.2572578247350081,-0.7061755184088556,0.09926142658321711,0,0,0,0,0
6110,M20969,M,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,58591.8,10.099999999999966,0.04356435643564356,0.5776119402985075,2554.2000000000003,188.45866838211646,-0.13819463390642314,-0.12909204088267004,-0.13492930174804885,-0.6590458315225446,0.09926142658321711,0,0,0,0,0
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,63354.2,10.100000000000023,0.04495114006514658,0.59,2849.7,203.84234234234233,-0.026639842065558028,0.13171819937884283,0.332288998765333,-0.6119161446362336,0.0992614265832739,0,0,0,0,0
6112,M20971,M,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,61223.200000000004,10.100000000000023,0.04774714189643578,0.5722222222222223,2925.2000000000003,196.985842985843,-0.2943713424836343,0.1216870362918621,0.12322587966697618,-0.5804963533786929,0.0992614265832739,0,0,0,0,0
6113,L53292,L,300.7,310.8,1925,22.0,74,0,0,0,0,0,0,42350.0,10.100000000000023,0.03842159916926272,0.29333333333333333,1628.0,136.26126126126127,2.154256338423355,-1.804296276408545,-1.7283414874691676,-0.5333666664923818,0.0992614265832739,0,0,0,0,0
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,51720.0,10.100000000000023,0.044057971014492756,0.38961038961038963,2280.0,166.4092664092664,1.0331306804226605,-1.0018032294500423,-0.8090916395331704,-0.5019468752348412,0.0992614265832739,0,0,0,0,0
6115,M20974,M,300.8,310.8,1549,35.5,79,0,0,0,0,0,0,54989.5,10.0,0.05096774193548387,0.44375,2804.5,176.92889317889316,0.05702625181509081,-0.4500892596660715,-0.4883352491567837,-0.45481718834853013,-0.0006293116508742332,0,0,0,0,0
6116,L53295,L,300.8,310.9,1457,47.7,82,0,0,0,0,0,0,69498.90000000001,10.099999999999966,0.056241426611796985,0.574698795180723,3911.4,223.54100997105184,-0.4561257906528887,0.7737126369456457,0.9351187256183034,-0.4076875014622191,0.09926142658321711,0,0,0,0,0
6117,L53296,L,300.8,310.9,1453,43.9,84,0,0,0,0,0,0,63786.7,10.099999999999966,0.0577716643741403,0.5164705882352941,3687.6,205.1678996461885,-0.47843674902106176,0.3925284396403564,0.37471968811776835,-0.3762677102046784,0.09926142658321711,0,0,0,0,0
6118,L53297,L,300.8,311.0,1578,44.4,86,0,0,0,0,0,0,70063.2,10.199999999999989,0.05446485117162761,0.5103448275862069,3818.4,225.28360128617362,0.2187806999843452,0.4426842550752628,0.9904797383387167,-0.34484791894713773,0.19915216481736525,0,0,0,0,0
6119,M20978,M,300.9,311.1,1325,61.4,88,0,0,0,0,0,0,81355.0,10.200000000000045,0.06636500754147813,0.6898876404494382,5403.2,261.5075538412086,-1.1923874168025985,2.1479819798620814,2.098269005459709,-0.31342812768959705,0.19915216481742204,0,1,1,0,1
6120,L53299,L,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,57810.299999999996,10.200000000000045,0.06182065217391304,0.42717391304347824,3576.2999999999997,185.82545805207326,-0.37803743636428316,-0.06890506236078289,-0.21159885950279683,-0.266298440803286,0.19915216481742204,0,0,0,0,0
6121,M20980,M,300.9,311.2,1472,40.0,93,0,0,0,0,0,0,58880.0,10.300000000000011,0.06313645621181263,0.425531914893617,3720.0,189.2030848329049,-0.3724596967722399,0.0013130792480863895,-0.10665525626510844,-0.2348786495457453,0.2990429030515134,0,0,0,0,0
6122,L53301,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,54491.799999999996,10.200000000000045,0.06584362139917696,0.3855670103092783,3590.3999999999996,175.15846994535517,-0.4561257906528887,-0.2594971610134272,-0.5371624262451241,-0.18774896265943428,0.19915216481742204,0,0,0,0,0
6123,L53302,L,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,77530.59999999999,10.0,0.0698503207412687,0.5585858585858585,5419.4,249.29453376205785,-0.7629014682152678,1.5360810315562228,1.7230737953800466,-0.1563291714018936,-0.0006293116508742332,0,0,0,0,0
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,61295.5,10.0,0.06765899864682003,0.41089108910891087,4150.0,197.15503377291736,-0.34457099881202363,0.1517805255528057,0.13031891744774124,-0.1249093801443529,-0.0006293116508742332,0,0,0,0,0
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,51982.700000000004,10.0,0.059027777777777776,0.2922330097087379,3070.2000000000003,167.20070762302993,1.0498638991987903,-0.9917720663630608,-0.7833192878733208,-0.09348958888681222,-0.0006293116508742332,0,0,0,0,0
6126,L53305,L,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,40299.0,10.0,0.05260521042084168,0.19056603773584904,2121.0,129.62045673850113,2.544698109866383,-1.9848572119742083,-1.9295561553578262,-0.046359902000501184,-0.0006293116508742332,0,0,0,0,0
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,71925.0,10.0,0.07804522246535375,0.4861111111111111,5617.5,231.34448375683502,-0.9413891351606519,1.2552084651207471,1.1731328191164374,-0.014940110742960495,-0.0006293116508742332,0,0,1,0,0
6128,L53307,L,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,81539.20000000001,10.0,0.0886899918633035,0.6036363636363636,7237.6,262.2682534577035,-1.7334281572307944,2.649540134211146,2.1163400643700423,0.016479680514580194,-0.0006293116508742332,0,1,1,0,1
6129,L53308,L,300.9,311.0,1499,38.0,111,0,0,0,0,0,0,56962.0,10.100000000000023,0.074,0.3392857142857143,4218.0,183.15755627009645,-0.22186072778707197,-0.19931018249153934,-0.29482187401764237,0.04789947177212089,0.0992614265832739,0,0,0,0,0
6130,M20989,M,301.0,311.0,1508,46.9,113,0,0,0,0,0,0,70725.2,10.0,0.07488402915838303,0.4114035087719298,5299.7,227.41221864951768,-0.17166107145868267,0.693463332249795,1.055425672098976,0.07931926302966158,-0.0006293116508742332,0,0,0,0,0
6131,L53310,L,301.0,310.9,1473,44.2,116,0,0,0,0,0,0,65106.600000000006,9.899999999999977,0.07869742198100407,0.3777777777777778,5127.200000000001,209.4133161788357,-0.3668819571801966,0.4226219289013007,0.5042093225137908,0.1264489499159726,-0.10052004988502236,0,0,0,0,0
6132,H35545,H,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,61664.0,10.0,0.07190737355271176,0.31596638655462184,4436.8,198.2765273311897,0.5646005546910271,-0.23943483483946432,0.16647084583241734,0.1578687411735133,-0.0006293116508742332,0,0,0,0,0
6133,L53312,L,301.1,311.1,1429,42.5,123,0,0,0,0,0,0,60732.5,10.0,0.08601398601398601,0.34274193548387094,5227.5,195.21857923497265,-0.6123024992300998,0.2520921564226185,0.0750854420594844,0.236418219317365,-0.0006293116508742332,0,0,0,0,0
6134,L53313,L,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,60123.0,10.0,0.0849762066621346,0.3246031746031746,5112.5,193.25940212150434,-0.3836151759563264,0.09159354703091782,0.015290054405590028,0.2678380105749057,-0.0006293116508742332,0,0,0,0,0
6135,L53314,L,301.0,311.0,1581,37.0,127,0,0,0,0,0,0,58497.0,10.0,0.08027812895069532,0.2890625,4699.0,188.09324758842445,0.23551391876047498,-0.2996218133613522,-0.14422971643154248,0.2992578018324464,-0.0006293116508742332,0,0,0,0,0
6136,L53315,L,301.0,310.9,1740,28.9,129,0,0,0,0,0,0,50286.0,9.899999999999977,0.07409534750143595,0.2223076923076923,3728.1,161.74332582824061,1.1223745138953527,-1.1121460234068365,-0.9497751274670253,0.33067759308998707,-0.10052004988502236,0,0,0,0,0
6137,H35550,H,300.9,310.8,1390,40.6,131,0,0,0,0,0,0,56434.0,9.900000000000034,0.09417685118619698,0.3075757575757576,5318.6,181.57657657657657,-0.8298343433197869,0.06150005776997425,-0.34662165200165584,0.36209738434752775,-0.10052004988496559,0,0,1,0,0
6138,M20997,M,300.9,310.8,1988,19.7,136,0,0,0,0,0,0,39163.6,9.900000000000034,0.06837606837606838,0.1437956204379562,2679.2,126.009009009009,2.50565393272208,-2.0350130274091147,-2.04094529915148,0.4406468624913795,-0.10052004988496559,0,0,0,0,1
6139,M20998,M,300.8,310.7,1452,43.0,139,0,0,0,0,0,0,62436.0,9.899999999999977,0.0956641431520991,0.30714285714285716,5977.0,200.95268747988413,-0.484014488613105,0.30224797185752494,0.24220840000601285,0.48777654937769055,-0.10052004988502236,0,0,0,0,0
6140,L53319,L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,52972.399999999994,9.899999999999977,0.08947700063011972,0.23356643356643356,4742.8,170.49372384937237,0.26340261672069126,-0.6607436844926786,-0.6862241358453328,0.5349062362640016,-0.10052004988502236,0,0,0,0,0
6141,L53320,L,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,54502.7,9.899999999999977,0.09056603773584905,0.23655172413793102,4939.2,175.41905374959768,0.28013583549682103,-0.5704632167098472,-0.5360930747678025,0.5663260275215423,-0.10052004988502236,0,0,0,0,0
6142,L53321,L,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,67910.2,10.0,0.09818426361802286,0.31088435374149664,6672.200000000001,218.50128700128698,-0.2943713424836343,0.57308937520602,0.779258295157692,0.597745818779083,-0.0006293116508742332,0,0,0,0,0
6143,L53322,L,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,48964.5,10.0,0.08428246013667426,0.187248322147651,4129.2,157.49276294628498,1.2060406077760015,-1.2124576542766494,-1.079421730887241,0.6291656100366236,-0.0006293116508742332,0,0,0,0,0
6144,M21003,M,301.0,310.9,1575,34.6,150,0,0,0,0,0,0,54495.0,9.899999999999977,0.09517766497461928,0.22913907284768212,5190.0,175.28144097780637,0.20204748120821545,-0.5403697274489029,-0.5368484881967358,0.6605854012941643,-0.10052004988502236,0,0,0,0,0
6145,M21004,M,301.1,311.1,1615,37.7,153,0,0,0,0,0,0,60885.50000000001,10.0,0.09467821782178218,0.24480519480519483,5768.1,195.71038251366122,0.4251570648899457,-0.2294036717524829,0.0900956049980345,0.7077150881804753,-0.0006293116508742332,0,0,0,0,0
6146,M21005,M,301.1,311.1,1436,41.8,156,0,0,0,0,0,0,60024.799999999996,10.0,0.10855949895615867,0.2662420382165605,6520.799999999999,192.94374799099964,-0.5732583220857971,0.18187401481374924,0.005656080545684058,0.7548447750667864,-0.0006293116508742332,0,0,0,0,0
6147,M21006,M,301.1,311.1,1470,40.6,159,0,0,0,0,0,0,59682.0,10.0,0.10808973487423522,0.25375000000000003,6455.400000000001,191.84185149469621,-0.3836151759563264,0.06150005776997425,-0.0279745328878758,0.8019744619530974,-0.0006293116508742332,0,0,0,0,0
6148,M21007,M,301.1,311.1,2089,19.8,162,0,0,0,0,0,0,41362.200000000004,10.0,0.07751196172248803,0.12147239263803682,3207.6,132.95467695274831,3.069005631518449,-2.0249818643221333,-1.825250238780926,0.8491041488394084,-0.0006293116508742332,0,0,0,0,0
6149,L53328,L,301.1,311.2,1564,37.0,165,0,0,0,0,0,0,57868.0,10.099999999999966,0.10543130990415335,0.22289156626506024,6105.0,185.95115681233935,0.14069234569573963,-0.2996218133613522,-0.205938164067801,0.8962338357257195,0.09926142658321711,0,0,0,0,0
6150,M21009,M,301.0,311.1,1420,47.4,167,0,0,0,0,0,0,67308.0,10.100000000000023,0.1175228712174525,0.28214285714285714,7915.8,216.35486981677914,-0.6625021555584892,0.7436191476847014,0.720179078676683,0.9276536269832601,0.0992614265832739,0,0,0,0,0
6151,L53330,L,301.1,311.1,1711,29.1,170,0,0,0,0,0,0,49790.100000000006,10.0,0.09929906542056074,0.17017543859649123,4947.0,160.04532304725169,0.9606200657260983,-1.0920836972328736,-0.9984257144031464,0.9747833138695712,-0.0006293116508742332,0,0,0,0,0
6152,L53331,L,301.1,311.2,1555,35.3,172,0,0,0,0,0,0,54891.49999999999,10.099999999999966,0.11053984575835475,0.20404624277456646,6071.599999999999,176.3865681233933,0.09049268936735035,-0.4701515858400343,-0.4979496018886657,1.0062031051271119,0.09926142658321711,0,0,0,0,0
6153,M21012,M,301.1,311.1,1592,35.7,174,0,0,0,0,0,0,56834.4,10.0,0.10922787193973635,0.20400000000000001,6211.8,182.68852459016392,0.2968690542729508,-0.43002693349210863,-0.30734015369711215,1.0376228963846525,-0.0006293116508742332,0,0,0,0,0
6154,L53333,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0,79598.40000000001,10.100000000000023,0.14308811641067098,0.3617977528089888,11398.800000000001,255.86113789778207,-1.6888062404944482,2.448916872471521,1.9259366380227436,1.0847525832709637,0.0992614265832739,0,1,1,0,0
6155,M21014,M,301.0,310.9,1765,24.2,179,0,0,0,0,0,0,42713.0,9.899999999999977,0.10135900339750849,0.13444444444444445,4331.8,137.38501125763912,1.2618180036964342,-1.5836106884949568,-1.6927291401051583,1.1161723745285044,-0.10052004988502236,0,0,0,0,0
6156,L53335,L,301.0,311.0,1634,31.2,182,0,0,0,0,0,0,50980.799999999996,10.0,0.11131498470948012,0.17049180327868851,5678.4,163.92540192926043,0.5311341171387676,-0.8814292724062668,-0.8816113287107897,1.1633020614148153,-0.0006293116508742332,0,0,0,0,0
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,62582.0,10.0,0.1219350563286945,0.22432432432432434,7636.0,201.16361298617807,-0.17166107145868267,0.1517805255528057,0.25653182346371356,1.194721852672356,-0.0006293116508742332,0,0,0,0,0
