Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,hdf_risk_flag,pwf_risk_flag,osf_risk_flag,twf_risk_flag,rpm_outlier_flag,torque_outlier_flag,thermal_torque_stress,rotational_load_on_worn_tool,power_absorbed_by_wear,thermal_stress_on_worn_tool,speed_heat_imbalance,is_low_quality,is_high_quality,rpm_zscore,torque_zscore,power_zscore,wear_zscore,temp_diff_zscore,high_wear_flag,high_torque_flag,low_rpm_flag,high_temp_flag,power_anomaly_flag,torque_squared,wear_squared,power_squared,temp_diff_squared,sqrt_power,sqrt_wear,log_power,log_strain,distance_to_twf,distance_to_hdf_temp,distance_to_hdf_rpm,distance_to_pwf_lower,distance_to_pwf_upper,distance_to_osf,risk_score
0,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,61048.9,8.3,0.073,0.4243,4457.4,196.9955,0,0,0,0,0,0,13542.63,6226987.8,6226987.8,846.6,11595.1,1,0,-0.7908,0.3725,0.1061,-0.0935,-1.6988,0,0,1,0,0,1909.69,10404,3726968191.21,68.89,247.0808,10.0995,11.0194,8.4025,98,-0.3,17,21048.9,18951.1,6542.6,0
0,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,71018.4,8.2,0.0682,0.4438,4846.4,229.1655,0,0,0,0,0,0,14441.34,7385913.6,7385913.6,852.8,12496.8,1,0,-0.0824,0.6634,1.0842,-0.0621,-1.7987,0,0,0,0,0,2171.56,10816,5043613138.56,67.24,266.4928,10.198,11.1707,8.4862,96,-0.4,144,31018.4,8981.6,6153.6,0
1,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,62699.7,8.2,0.0691,0.3822,4335.4,202.3224,0,0,0,0,0,0,12674.91,6646168.2,6646168.2,869.2,12570.6,0,0,-0.0322,0.0916,0.2681,-0.0307,-1.7987,0,0,0,0,0,1672.81,11236,3931252380.09,67.24,250.3991,10.2956,11.0461,8.3748,94,-0.4,153,22699.7,17300.3,7664.6,0
0,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,64308.0,8.1,0.0779,0.4182,5014.0,207.5791,0,0,0,0,0,0,14250.8,7009572.0,7009572.0,882.9,11323.8,1,0,-0.7852,0.6032,0.4259,0.0165,-1.8986,0,0,1,0,0,2116.0,11881,4135518864.0,65.61,253.5902,10.4403,11.0715,8.5202,91,-0.5,18,24308.0,15692.0,5986.0,0
1,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,87568.8,8.1,0.0864,0.6089,7570.2,282.6624,1,1,0,0,0,1,21128.36,9720136.8,9720136.8,899.1,10400.4,0,0,-1.4211,2.8301,2.7079,0.0479,-1.8986,0,1,1,0,1,4651.24,12321,7668294733.44,65.61,295.9203,10.5357,11.3802,8.9321,89,-0.5,-96,47568.8,-7568.8,4429.8,2
0,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,58596.3,8.1,0.0764,0.3417,4480.2,189.1423,0,0,0,0,0,0,12175.14,6679978.2,6679978.2,923.4,12077.1,1,0,-0.2665,-0.0689,-0.1345,0.095,-1.8986,0,0,0,0,0,1544.49,12996,3433526373.69,65.61,242.0667,10.6771,10.9784,8.4076,86,-0.5,111,18596.3,21403.7,6519.8,0
2,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,72743.4,8.1,0.0817,0.4385,5950.8,234.7318,0,0,0,0,0,0,15897.87,8438234.4,8438234.4,939.6,11485.8,0,1,-0.6737,1.1348,1.2534,0.1264,-1.8986,0,0,0,0,0,2631.69,13456,5291602243.56,65.61,269.7098,10.7703,11.1947,8.6914,84,-0.5,38,32743.4,7256.6,7049.2,0
1,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,61530.8,8.0,0.0782,0.3262,4815.8,198.6146,0,0,0,0,0,0,12330.04,7445226.8,7445226.8,968.0,12368.0,0,0,0.0403,-0.0187,0.1534,0.205,-1.9984,0,0,0,0,0,1584.04,14641,3786039348.64,64.0,248.054,11.0,11.0273,8.4799,79,-0.6,166,21530.8,18469.2,7184.2,0
0,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,48579.2,7.9,0.0775,0.2432,3769.6,156.8589,0,0,0,0,0,0,9414.88,6023820.8,6023820.8,979.6,12624.2,1,0,0.3303,-0.9617,-1.1172,0.2521,-2.0983,0,0,0,0,0,924.16,15376,2359938672.64,62.41,220.4069,11.1355,10.791,8.235,76,-0.7,218,8579.2,31420.8,7230.4,0
2,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,47410.0,7.9,0.073,0.2165,3465.0,153.0342,0,0,0,0,0,0,8519.5,5973660.0,5973660.0,995.4,13619.6,0,1,1.0331,-1.2526,-1.2319,0.2835,-2.0983,0,0,0,0,0,756.25,15876,2247708100.0,62.41,217.7384,11.225,10.7666,8.1508,74,-0.7,344,7410.0,32590.0,9535.0,0
0,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,67362.9,7.9,0.0869,0.3386,5855.7,217.44,0,0,0,0,0,0,13848.06,8824539.9,8824539.9,1034.9,11905.3,1,0,-0.1772,0.4728,0.7256,0.3621,-2.0983,0,0,0,0,0,1998.09,17161,4537760296.41,62.41,259.5436,11.4455,11.1179,8.6753,69,-0.7,127,27362.9,12637.1,5144.3,0
0,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,50083.0,7.8,0.0833,0.2343,4176.2,161.7146,0,0,0,0,0,0,9724.58,6661039.0,6661039.0,1037.4,12441.0,1,0,0.3136,-0.8614,-0.9697,0.3935,-2.1982,0,0,0,0,0,985.96,17689,2508306889.0,60.84,223.7923,11.5326,10.8215,8.3374,67,-0.8,215,10083.0,29917.0,6823.8,0
1,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,58800.0,7.8,0.086,0.2757,5062.5,189.8612,0,0,0,0,0,0,11613.75,7938000.0,7938000.0,1053.0,12230.4,0,0,0.163,-0.2495,-0.1145,0.4249,-2.1982,0,0,0,0,0,1406.25,18225,3457440000.0,60.84,242.4871,11.619,10.9819,8.5298,65,-0.8,188,18800.0,21200.0,6937.5,0
0,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,62578.4,7.8,0.0963,0.3144,6030.6,202.1266,0,0,0,0,0,0,13529.52,8635819.2,8635819.2,1076.4,11169.6,1,0,-0.5956,0.3725,0.2562,0.4721,-2.1982,0,0,0,0,0,1909.69,19044,3916056146.56,60.84,250.1568,11.7473,11.0442,8.7048,62,-0.8,52,22578.4,17421.6,4969.4,0
0,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,60947.2,7.8,0.0982,0.3035,5992.0,196.7943,0,0,0,0,0,0,13255.16,8532608.0,8532608.0,1092.0,11107.2,1,0,-0.6402,0.2822,0.0961,0.5035,-2.1982,0,0,0,0,0,1831.84,19600,3714561187.84,60.84,246.8749,11.8322,11.0178,8.6983,60,-0.8,44,20947.2,19052.8,5008.0,0
1,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,86902.2,7.7,0.1024,0.4385,8903.4,280.6012,0,1,0,0,0,0,19418.19,12340112.4,12340112.4,1093.4,10672.2,0,0,-0.8521,2.2784,2.6425,0.5349,-2.2981,0,1,1,0,1,3931.29,20164,7551992364.84,59.29,294.7918,11.9164,11.3726,9.0943,58,-0.9,6,46902.2,-6902.2,3096.6,1
0,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,84593.6,7.8,0.0995,0.3979,8424.5,273.0587,0,1,0,0,0,0,17999.38,12266072.0,12266072.0,1131.0,11356.8,1,0,-0.4617,1.817,2.416,0.582,-2.1982,0,0,0,0,1,3375.61,21025,7156077160.96,60.84,290.8498,12.0416,11.3456,9.039,55,-0.8,76,44593.6,-4593.6,2575.5,1
2,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,73344.0,7.8,0.1148,0.3872,8423.1,236.7463,1,0,0,0,0,0,17751.54,10781568.0,10781568.0,1146.6,9984.0,0,1,-1.4434,1.7367,1.3123,0.6135,-2.1982,0,0,1,0,0,3283.29,21609,5379342336.0,60.84,270.821,12.1244,11.2029,9.0389,53,-0.8,-100,33344.0,6656.0,4576.9,1
0,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,51119.0,7.8,0.0921,0.2026,4712.0,165.0065,0,0,0,0,0,0,9603.8,7770088.0,7770088.0,1185.6,12862.2,1,0,0.6148,-0.9015,-0.8681,0.692,-2.1982,0,0,0,0,0,961.0,23104,2613152161.0,60.84,226.0951,12.3288,10.8419,8.4581,48,-0.8,269,11119.0,28881.0,6288.0,0
0,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,74289.6,7.9,0.1094,0.3406,8131.2,239.7212,0,0,0,0,0,0,16362.72,11440598.4,11440598.4,1216.6,11115.3,1,0,-0.735,1.2853,1.4051,0.7234,-2.0983,0,0,0,0,0,2787.84,23716,5518944668.16,62.41,272.5612,12.4097,11.2157,9.0036,46,-0.7,27,34289.6,5710.4,2868.8,0
2,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,55407.0,7.9,0.0971,0.2197,5382.0,178.7899,0,0,0,0,0,0,10691.55,8643492.0,8643492.0,1232.4,12687.4,0,1,0.375,-0.5504,-0.4474,0.7548,-2.0983,0,0,0,0,0,1190.25,24336,3069935649.0,62.41,235.3869,12.49,10.9225,8.591,44,-0.7,226,15407.0,24593.0,7618.0,0
1,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,58178.0,7.9,0.1051,0.2346,6118.0,187.671,0,0,0,0,0,0,11780.0,9366658.0,9366658.0,1271.9,12094.9,0,0,-0.0434,-0.1993,-0.1755,0.8334,-2.0983,0,0,0,0,0,1444.0,25921,3384679684.0,62.41,241.2012,12.6886,10.9713,8.7192,39,-0.7,151,18178.0,21822.0,5882.0,0
0,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,55239.4,8.0,0.1062,0.217,5871.2,178.1342,0,0,0,0,0,0,11101.58,9059261.6,9059261.6,1312.0,12344.0,1,0,0.0236,-0.42,-0.4638,0.8805,-1.9984,0,0,0,0,0,1281.64,26896,3051391312.36,64.0,235.0306,12.8062,10.9194,8.678,36,-0.6,163,15239.4,24760.6,5128.8,0
1,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,66467.8,8.0,0.1203,0.2886,8001.2,214.3431,1,0,0,0,0,0,14946.82,11033654.8,11033654.8,1328.0,11032.0,0,0,-0.8912,0.8239,0.6378,0.9119,-1.9984,0,0,1,0,0,2323.24,27556,4417968436.84,64.0,257.8135,12.8841,11.1045,8.9875,34,-0.6,-1,26467.8,13532.2,3998.8,1
0,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,67430.2,8.0,0.1167,0.2741,7875.4,217.4466,0,0,0,0,0,0,14450.66,11395703.8,11395703.8,1352.0,11576.0,1,0,-0.5119,0.6634,0.7322,0.9591,-1.9984,0,0,0,0,0,2171.56,28561,4546831872.04,64.0,259.6733,13.0,11.1189,8.9716,31,-0.6,67,27430.2,12569.8,3124.6,0
2,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,45362.4,8.0,0.0927,0.143,4206.6,146.2831,0,0,0,0,0,0,7628.46,7756970.4,7756970.4,1368.0,14752.0,0,1,1.7025,-1.5435,-1.4328,0.9905,-1.9984,0,0,0,0,0,605.16,29241,2057747333.76,64.0,212.9845,13.0767,10.7225,8.3446,29,-0.6,464,5362.4,34637.6,8793.4,0
2,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,48288.5,8.0,0.1089,0.1689,5262.4,155.7191,0,0,0,0,0,0,9271.99,8498776.0,8498776.0,1408.0,12920.0,0,1,0.4252,-1.0118,-1.1457,1.069,-1.9984,0,0,0,0,0,894.01,30976,2331779232.25,64.0,219.7464,13.2665,10.785,8.5685,24,-0.6,235,8288.5,31711.5,7737.6,0
0,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,70711.2,8.0,0.1248,0.2681,8832.8,228.1006,0,0,0,0,0,0,15128.0,12798727.2,12798727.2,1448.0,11592.0,1,0,-0.5007,0.8841,1.0541,1.1476,-1.9984,0,0,0,0,0,2381.44,32761,5000073805.44,64.0,265.9158,13.4536,11.1664,9.0863,19,-0.6,69,30711.2,9288.8,2167.2,0
0,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,71343.2,7.9,0.1317,0.2793,9406.2,230.2136,0,0,0,0,0,0,15928.86,13055805.6,13055805.6,1445.7,10965.2,1,0,-0.841,1.1449,1.1161,1.179,-2.0983,0,0,1,0,0,2641.96,33489,5089852186.24,62.41,267.1015,13.5277,11.1753,9.1492,17,-0.7,8,31343.2,8656.8,1593.8,0
2,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,61931.6,7.9,0.1278,0.2301,7918.0,199.8438,0,0,0,0,0,0,13263.72,11457346.0,11457346.0,1461.5,11431.3,0,1,-0.5119,0.2822,0.1927,1.2104,-2.0983,0,0,0,0,0,1831.84,34225,3835523078.56,62.41,248.8606,13.6015,11.0338,8.977,15,-0.7,67,21931.6,18068.4,5082.0,0
0,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,47590.4,8.0,0.1141,0.1497,5434.0,153.5174,0,0,0,0,0,0,8866.0,9042176.0,9042176.0,1520.0,13312.0,1,0,0.6985,-1.1422,-1.2142,1.289,-1.9984,0,0,0,0,0,817.96,36100,2264846172.16,64.0,218.1522,13.784,10.7704,8.6006,10,-0.6,284,7590.4,32409.6,5566.0,0
2,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,47192.0,7.9,0.1106,0.1409,5222.4,152.2814,0,0,0,0,0,0,8429.28,9060864.0,9060864.0,1516.8,13706.5,0,1,1.0945,-1.2827,-1.2533,1.3204,-2.0983,0,0,0,0,0,739.84,36864,2227084864.0,62.41,217.2372,13.8564,10.762,8.5609,8,-0.7,355,7192.0,32808.0,7777.6,0
0,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,75340.8,7.9,0.1505,0.2909,11347.2,243.1133,1,0,1,0,0,0,17850.24,14842137.6,14842137.6,1556.3,10333.2,1,0,-1.2872,1.7668,1.5082,1.399,-2.0983,0,0,1,0,0,3317.76,38809,5676236144.64,62.41,274.4828,14.0357,11.2298,9.3368,3,-0.7,-72,35340.8,4659.2,-347.2,2
0,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,59200.0,7.8,0.1344,0.2,7960.0,191.091,0,0,0,0,0,0,12392.0,11780800.0,11780800.0,1552.2,11544.0,1,0,-0.3278,0.0013,-0.0753,1.4304,-2.1982,0,0,0,0,0,1600.0,39601,3504640000.0,60.84,243.3105,14.1067,10.9887,8.9823,1,-0.8,100,19200.0,20800.0,3040.0,0
1,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,60006.3,7.7,0.1396,0.2064,8381.7,193.8188,0,0,0,1,0,0,12910.32,12061266.3,12061266.3,1547.7,11080.3,0,0,-0.5565,0.1718,0.0038,1.4618,-2.2981,1,0,0,0,0,1738.89,40401,3600756039.69,59.29,244.9618,14.1774,11.0022,9.0339,-1,-0.9,59,20006.3,19993.7,3618.3,1
1,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,55034.7,7.8,0.133,0.1751,7323.6,177.7033,0,0,0,1,0,0,11118.23,11227078.8,11227078.8,1591.2,11957.4,0,0,-0.0322,-0.41,-0.4839,1.5089,-2.1982,1,0,0,0,0,1288.81,41616,3028818204.09,60.84,234.5948,14.2829,10.9157,8.899,-4,-0.8,153,15034.7,24965.3,4676.4,1
0,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,53974.8,7.7,0.1334,0.1673,7203.6,174.2809,0,0,0,1,0,0,10777.56,11172783.6,11172783.6,1593.9,11942.7,1,0,0.0682,-0.5203,-0.5879,1.556,-2.2981,1,0,0,0,0,1211.04,42849,2913279035.04,59.29,232.3248,14.3875,10.8963,8.8825,-7,-0.9,171,13974.8,26025.2,3796.4,1
0,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,51328.2,7.7,0.1477,0.1729,7586.7,165.7352,0,0,0,1,0,0,11242.11,10727593.8,10727593.8,1609.3,10887.8,1,0,-0.696,-0.3698,-0.8475,1.5875,-2.2981,1,0,0,0,0,1317.69,43681,2634584115.24,59.29,226.5573,14.4568,10.846,8.9343,-9,-0.9,34,11328.2,28671.8,3413.3,1
1,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,53664.6,7.7,0.136,0.1632,7300.6,173.3353,0,0,0,1,0,0,10712.16,11323230.6,11323230.6,1624.7,11942.7,0,0,0.0682,-0.5404,-0.6183,1.6189,-2.2981,1,0,0,0,0,1197.16,44521,2879889293.16,59.29,231.6562,14.5258,10.8905,8.8958,-11,-0.9,171,13664.6,26335.4,4699.4,1
1,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,70364.0,7.8,0.1489,0.2279,10486.0,227.2739,0,0,0,1,0,0,15170.4,15057896.0,15057896.0,1669.2,11200.8,0,0,-0.5733,0.9041,1.02,1.666,-2.1982,1,0,0,0,0,2401.0,45796,4951092496.0,60.84,265.2621,14.6287,11.1615,9.2579,-14,-0.8,56,30364.0,9636.0,1514.0,1
1,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,63433.0,7.7,0.1566,0.2101,9938.6,204.887,0,0,0,1,0,0,14179.68,13764961.0,13764961.0,1670.9,10664.5,0,0,-0.8577,0.5831,0.34,1.7131,-2.2981,1,0,1,0,0,2097.64,47089,4023745489.0,59.29,251.8591,14.7309,11.0578,9.2043,-17,-0.9,5,23433.0,16567.0,2061.4,1
1,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,52133.2,7.7,0.1269,0.1362,6622.0,168.4433,0,0,0,1,0,0,9315.95,11469304.0,11469304.0,1694.0,13336.4,0,0,1.0778,-0.9918,-0.7686,1.7603,-2.2981,1,0,0,0,0,906.01,48400,2717870542.24,59.29,228.327,14.8324,10.8616,8.7983,-20,-0.9,352,12133.2,27866.8,5378.0,1
0,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,69090.0,7.7,0.158,0.2188,10927.0,223.1589,0,0,0,1,0,0,15170.4,15407070.0,15407070.0,1717.1,10857.0,1,0,-0.7183,0.9041,0.895,1.8074,-2.2981,1,0,0,0,0,2401.0,49729,4773428100.0,59.29,262.8498,14.9332,11.1432,9.2991,-23,-0.9,30,29090.0,10910.0,73.0,1
0,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,62467.2,7.7,0.1555,0.1912,9720.0,201.7674,0,0,0,1,0,0,13374.72,14055120.0,14055120.0,1732.5,11134.2,1,0,-0.5175,0.3223,0.2453,1.8388,-2.2981,1,0,0,0,0,1866.24,50625,3902151075.84,59.29,249.9344,15.0,11.0424,9.182,-25,-0.9,66,22467.2,17532.8,1280.0,1
0,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,60390.0,7.7,0.1488,0.1737,8989.2,195.1212,0,0,0,1,0,0,12256.2,13708530.0,13708530.0,1747.9,11742.5,1,0,-0.0768,-0.0388,0.0415,1.8702,-2.2981,1,0,0,0,0,1568.16,51529,3646952100.0,59.29,245.7438,15.0665,11.0086,9.1039,-27,-0.9,145,20390.0,19610.0,2010.8,1
0,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,85019.0,7.8,0.1763,0.2848,14999.5,274.6979,1,1,1,1,0,0,20272.25,19469351.0,19469351.0,1786.2,10124.4,1,0,-1.343,2.5593,2.4577,1.9017,-2.1982,1,1,1,0,1,4290.25,52441,7228230361.0,60.84,291.5802,15.1327,11.3506,9.6158,-29,-0.8,-82,45019.0,-5019.0,-3999.5,4
0,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,61616.1,7.8,0.16,0.1841,9863.7,199.0184,0,0,0,1,0,0,13219.92,14233319.1,14233319.1,1801.8,11255.4,1,0,-0.5342,0.2722,0.1618,1.9331,-2.1982,1,0,0,0,0,1823.29,53361,3796543779.21,60.84,248.2259,15.1987,11.0287,9.1967,-31,-0.8,63,21616.1,18383.9,1136.3,1
0,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,65322.6,7.9,0.1615,0.1936,10554.9,210.9222,0,0,0,1,0,0,14029.41,15220165.8,15220165.8,1840.7,11391.8,1,0,-0.5398,0.533,0.5254,1.9645,-2.0983,1,0,0,0,0,2052.09,54289,4267042070.76,62.41,255.5829,15.2643,11.0871,9.2644,-33,-0.7,62,25322.6,14677.4,445.1,1
0,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,54836.1,7.8,0.0,31.9,0.0,177.062,0,0,0,0,0,0,9879.43,0.0,0.0,0.0,13408.2,1,0,1.0052,-0.8112,-0.5034,-1.6959,-2.1982,0,0,0,0,0,1017.61,0,3006997863.21,60.84,234.1711,0.0,10.9121,0.0,200,-0.8,339,14836.1,25163.9,11000.0,0
0,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,60360.8,7.8,0.0013,13.1333,78.8,194.838,0,0,0,0,0,0,12206.12,120721.6,120721.6,15.6,11949.6,1,0,-0.0378,-0.0589,0.0386,-1.6645,-2.1982,0,0,0,0,0,1552.36,4,3643426176.64,60.84,245.6844,1.4142,11.0081,4.3795,198,-0.8,152,20360.8,19639.2,10921.2,0
0,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,46267.2,7.8,0.0024,5.44,108.8,149.3454,0,0,0,0,0,0,8426.56,185068.8,185068.8,31.2,13267.8,1,0,0.9048,-1.2827,-1.344,-1.6331,-2.1982,0,0,0,0,0,739.84,16,2140653795.84,60.84,215.0981,2.0,10.7422,4.6987,196,-0.8,321,6267.2,33732.8,10891.2,0
1,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,61110.5,7.9,0.0044,6.4429,270.6,197.1306,1,0,0,0,0,0,13981.0,366663.0,366663.0,47.4,10704.5,0,0,-1.0251,0.5129,0.1122,-1.6016,-2.0983,0,0,1,0,0,2034.01,36,3734493210.25,62.41,247.2054,2.4495,11.0205,5.6043,194,-0.7,-25,21110.5,18889.5,11729.4,1
1,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,64513.4,7.9,0.0063,4.54,408.6,208.0406,0,0,0,0,0,0,14078.54,580620.6,580620.6,71.1,11225.9,0,0,-0.6569,0.543,0.446,-1.5545,-2.0983,0,0,0,0,0,2061.16,81,4161978779.56,62.41,253.9949,3.0,11.0746,6.0152,191,-0.7,41,24513.4,15486.6,11591.4,0
1,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,70588.8,7.9,0.0088,3.9692,619.2,227.6324,1,0,0,0,0,0,16001.16,847065.6,847065.6,94.8,10807.2,0,0,-0.9525,1.1649,1.042,-1.5074,-2.0983,0,0,1,0,0,2662.56,144,4982778685.44,62.41,265.6855,3.4641,11.1646,6.43,188,-0.7,-12,30588.8,9411.2,11380.8,1
0,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,65755.8,7.9,0.0103,2.8188,676.5,212.0471,0,0,0,0,0,0,13985.51,986337.0,986337.0,118.5,11518.2,1,0,-0.4505,0.5129,0.5679,-1.4603,-2.0983,0,0,0,0,0,2034.01,225,4323825233.64,62.41,256.4289,3.873,11.0937,6.5184,185,-0.7,78,25755.8,14244.2,10323.5,0
1,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,54391.2,7.9,0.0108,1.9222,588.2,175.3989,0,0,0,0,0,0,10729.46,924650.4,924650.4,134.3,12418.8,0,0,0.1853,-0.5404,-0.547,-1.4288,-2.0983,0,0,0,0,0,1197.16,289,2958402637.44,62.41,233.2192,4.1231,10.904,6.3788,183,-0.7,192,14391.2,25608.8,11411.8,0
0,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,72222.1,7.8,0.0135,2.319,974.0,232.9745,0,0,0,0,0,0,15097.0,1444442.0,1444442.0,156.0,11567.4,1,0,-0.3111,0.874,1.2023,-1.3817,-2.1982,0,0,0,0,0,2371.69,400,5216031728.41,60.84,268.7417,4.4721,11.1875,6.8824,180,-0.8,103,32222.1,7777.9,10026.0,0
0,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,61125.2,7.8,0.0145,1.7565,888.8,197.1145,0,0,0,0,0,0,12528.04,1344754.4,1344754.4,171.6,11801.4,1,0,-0.1438,0.0414,0.1136,-1.3503,-2.1982,0,0,0,0,0,1632.16,484,3736290075.04,60.84,247.2351,4.6904,11.0207,6.791,178,-0.8,133,21125.2,18874.8,10111.2,0
2,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,59330.7,7.8,0.0173,1.716,1029.6,191.3276,0,0,0,0,0,0,13303.29,1423936.8,1423936.8,187.2,10787.4,0,1,-0.8689,0.2922,-0.0624,-1.3189,-2.1982,0,0,1,0,0,1840.41,576,3520131962.49,60.84,243.5789,4.899,10.9909,6.9379,176,-0.8,3,19330.7,20669.3,11970.4,0
0,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,58020.3,7.8,0.0188,1.2567,1093.3,187.0416,0,0,0,0,0,0,11694.54,1682588.7,1682588.7,226.2,12004.2,1,0,0.0012,-0.2294,-0.191,-1.2403,-2.1982,0,0,0,0,0,1421.29,841,3366355212.09,60.84,240.874,5.3852,10.9686,6.9979,171,-0.8,159,18020.3,21979.7,9906.7,0
1,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,59081.4,7.8,0.0198,1.1812,1171.8,190.5237,0,0,0,0,0,0,11721.78,1831523.4,1831523.4,241.8,12191.4,0,0,0.1351,-0.2194,-0.0869,-1.2089,-2.1982,0,0,0,0,0,1428.84,961,3490611825.96,60.84,243.0667,5.5678,10.9867,7.0671,169,-0.8,183,19081.4,20918.6,10828.2,0
0,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,49094.1,7.8,0.0206,0.8486,1009.8,158.317,0,0,0,0,0,0,9209.97,1669199.4,1669199.4,265.2,12893.4,1,0,0.6371,-1.0319,-1.0667,-1.1618,-2.1982,0,0,0,0,0,882.09,1156,2410230654.81,60.84,221.5719,5.831,10.8015,6.9185,166,-0.8,273,9094.1,30905.9,9990.2,0
0,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,68867.7,7.8,0.0266,1.3757,1832.4,222.0822,1,0,0,0,0,0,15784.09,2479237.2,2479237.2,280.8,10553.4,1,0,-1.0362,1.0947,0.8732,-1.1303,-2.1982,0,0,1,0,0,2590.81,1296,4742760103.29,60.84,262.4266,6.0,11.14,7.5139,164,-0.8,-27,28867.7,11132.3,9167.6,1
2,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,64004.8,7.8,0.0259,1.1179,1656.8,206.4671,0,0,0,0,0,0,13516.0,2432182.4,2432182.4,296.4,11450.4,0,1,-0.3948,0.3624,0.3961,-1.0989,-2.1982,0,0,0,0,0,1900.96,1444,4096614423.04,60.84,252.9917,6.1644,11.0667,7.4132,162,-0.8,88,24004.8,15995.2,11343.2,0
2,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,50902.8,7.9,0.0285,0.7682,1453.4,164.0967,0,0,0,0,0,0,10484.76,2188820.4,2188820.4,339.7,11897.4,0,1,-0.1828,-0.6206,-0.8893,-1.0204,-2.0983,0,0,0,0,0,1142.44,1849,2591095047.84,62.41,225.6165,6.5574,10.8377,7.2823,157,-0.7,126,10902.8,29097.2,11546.6,0
0,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,69261.2,7.8,0.0346,1.0184,2395.2,223.3512,0,0,0,0,0,0,15473.99,3324537.6,3324537.6,374.4,10826.4,1,0,-0.841,0.9944,0.9118,-0.9418,-2.1982,0,0,1,0,0,2490.01,2304,4797113825.44,60.84,263.1752,6.9282,11.1457,7.7816,152,-0.8,8,29261.2,10738.8,8604.8,0
